CustomerID,PrimaryCountry,Recency,Frequency,Monetary,TotalQuantity,AverageOrderValue,CustomerLifetimeDays,RecencyScore,FrequencyScore,MonetaryScore,RFMScore,UniqueProducts,AvgQty,Cluster_K4,Segment_KMeans,Segment_DBSCAN,IsDBSCANOutlier
13250,United Kingdom,461,2,253.09,107,126.54,42,1,2,1,121,17,53.5,1,😴 Inactive Customers,0,False
13251,United Kingdom,403,1,252.68,215,252.68,0,2,1,1,211,25,215.0,2,⚠️ At Risk,0,False
13252,United Kingdom,395,2,399.3,134,199.65,231,2,2,2,222,19,67.0,0,💙 Loyal Customers,0,False
13253,United Kingdom,157,4,2951.11,3015,737.78,547,3,3,5,335,73,753.75,3,🏆 Champions,0,False
13254,United Kingdom,377,1,51.41,43,51.41,0,2,1,1,211,4,43.0,1,😴 Inactive Customers,0,False
13255,United Kingdom,10,3,678.76,407,226.25,503,5,3,3,533,26,135.67,0,💙 Loyal Customers,0,False
13257,United Kingdom,437,1,149.75,33,149.75,0,1,1,1,111,7,33.0,1,😴 Inactive Customers,0,False
13258,United Kingdom,12,5,1009.43,446,201.89,389,5,4,3,543,29,89.2,0,💙 Loyal Customers,0,False
13259,United Kingdom,62,9,1402.54,503,155.84,637,3,5,4,354,234,55.89,0,💙 Loyal Customers,0,False
13260,United Kingdom,62,1,557.62,142,557.62,0,3,1,2,312,8,142.0,2,⚠️ At Risk,0,False
13261,United Kingdom,269,2,944.1,210,472.05,17,2,2,3,223,8,105.0,2,⚠️ At Risk,-1,True
13262,United Kingdom,264,3,573.45,247,191.15,337,2,3,2,232,48,82.33,0,💙 Loyal Customers,0,False
13263,United Kingdom,2,39,8676.2,5372,222.47,412,5,5,5,555,507,137.74,3,🏆 Champions,0,False
13264,United Kingdom,443,1,722.5600000000001,375,722.56,0,1,1,3,113,38,375.0,2,⚠️ At Risk,0,False
13265,United Kingdom,54,5,2092.66,1740,418.53,220,4,4,4,444,66,348.0,0,💙 Loyal Customers,0,False
13266,United Kingdom,12,19,6135.04,6837,322.9,711,5,5,5,555,154,359.84,3,🏆 Champions,0,False
13267,United Kingdom,3,36,9429.81,3959,261.94,730,5,5,5,555,152,109.97,3,🏆 Champions,0,False
13268,United Kingdom,18,11,3174.75,3624,288.61,250,5,5,5,555,257,329.45,3,🏆 Champions,0,False
13269,United Kingdom,2,28,8537.32,6366,304.9,736,5,5,5,555,238,227.36,3,🏆 Champions,0,False
13270,United Kingdom,367,1,590.0,200,590.0,0,2,1,2,212,1,200.0,2,⚠️ At Risk,-1,True
13271,United Kingdom,38,1,211.49,240,211.49,0,4,1,1,411,79,240.0,2,⚠️ At Risk,0,False
13272,United Kingdom,32,2,276.56,96,138.28,58,4,2,1,421,15,48.0,1,😴 Inactive Customers,0,False
13273,United Kingdom,114,1,138.98,153,138.98,0,3,1,1,311,16,153.0,1,😴 Inactive Customers,0,False
13274,United Kingdom,410,1,360.85,199,360.85,0,2,1,2,212,19,199.0,2,⚠️ At Risk,0,False
13275,United Kingdom,384,2,238.86,138,119.43,249,2,2,1,221,48,69.0,0,💙 Loyal Customers,0,False
13276,United Kingdom,64,5,1891.91,840,378.38,579,3,4,4,344,209,168.0,3,🏆 Champions,0,False
13277,United Kingdom,16,7,523.3,382,74.76,524,5,4,2,542,10,54.57,0,💙 Loyal Customers,-1,True
13278,United Kingdom,41,4,1435.85,1358,358.96,570,4,3,4,434,80,339.5,0,💙 Loyal Customers,0,False
13279,United Kingdom,79,1,137.75,73,137.75,0,3,1,1,311,9,73.0,1,😴 Inactive Customers,0,False
13280,United Kingdom,123,7,2293.33,1489,327.62,522,3,4,4,344,159,212.71,3,🏆 Champions,0,False
13281,United Kingdom,440,1,350.85,201,350.85,0,1,1,2,112,22,201.0,2,⚠️ At Risk,0,False
13282,United Kingdom,19,4,1313.19,410,328.3,388,5,3,4,534,42,102.5,0,💙 Loyal Customers,0,False
13283,United Kingdom,60,4,373.36,204,93.34,581,3,3,2,332,19,51.0,0,💙 Loyal Customers,0,False
13284,United Kingdom,331,1,201.19,91,201.19,0,2,1,1,211,13,91.0,1,😴 Inactive Customers,0,False
13285,United Kingdom,24,6,3364.59,2457,560.76,601,4,4,5,445,182,409.5,3,🏆 Champions,0,False
13286,United Kingdom,601,1,734.91,274,734.91,0,1,1,3,113,46,274.0,2,⚠️ At Risk,0,False
13287,United Kingdom,604,3,781.59,429,260.53,101,1,3,3,133,46,143.0,0,💙 Loyal Customers,0,False
13288,United Kingdom,444,5,927.61,379,185.52,223,1,4,3,143,7,75.8,0,💙 Loyal Customers,0,False
13289,United Kingdom,724,1,307.95,119,307.95,0,1,1,2,112,16,119.0,2,⚠️ At Risk,0,False
13290,United Kingdom,439,1,208.63,1,208.63,0,1,1,1,111,1,1.0,1,😴 Inactive Customers,-1,True
13291,United Kingdom,156,11,3270.79,1600,297.34,511,3,5,5,355,155,145.45,3,🏆 Champions,0,False
13292,United Kingdom,39,5,994.51,530,198.9,488,4,4,3,443,55,106.0,0,💙 Loyal Customers,0,False
13293,United Kingdom,393,6,1192.94,555,198.82,276,2,4,3,243,51,92.5,0,💙 Loyal Customers,0,False
13294,United Kingdom,190,3,1689.53,996,563.18,457,2,3,4,234,93,332.0,0,💙 Loyal Customers,0,False
13295,United Kingdom,360,4,1101.97,733,275.49,217,2,3,3,233,56,183.25,0,💙 Loyal Customers,0,False
13296,United Kingdom,138,6,792.51,653,132.08,440,3,4,3,343,50,108.83,0,💙 Loyal Customers,0,False
13297,United Kingdom,8,7,4368.62,2694,624.09,535,5,4,5,545,108,384.86,3,🏆 Champions,0,False
13298,United Kingdom,2,1,360.0,96,360.0,0,5,1,2,512,2,96.0,2,⚠️ At Risk,-1,True
13299,United Kingdom,269,3,1218.7,416,406.23,260,2,3,3,233,56,138.67,0,💙 Loyal Customers,0,False
13300,United Kingdom,170,3,1285.51,455,428.5,405,3,3,4,334,44,151.67,0,💙 Loyal Customers,0,False
13301,United Kingdom,104,4,618.09,345,154.52,189,3,3,3,333,75,86.25,0,💙 Loyal Customers,0,False
13302,United Kingdom,156,2,159.2,12,79.6,371,3,2,1,321,3,6.0,1,😴 Inactive Customers,-1,True
13303,United Kingdom,401,1,61.72,26,61.72,0,2,1,1,211,4,26.0,1,😴 Inactive Customers,0,False
13304,United Kingdom,352,4,1217.99,716,304.5,318,2,3,3,233,59,179.0,0,💙 Loyal Customers,0,False
13305,United Kingdom,5,16,3616.41,2228,226.03,635,5,5,5,555,153,139.25,3,🏆 Champions,0,False
13306,United Kingdom,431,1,53.65,74,53.65,0,1,1,1,111,4,74.0,1,😴 Inactive Customers,0,False
13307,United Kingdom,121,3,273.34,140,91.11,472,3,3,1,331,15,46.67,1,😴 Inactive Customers,0,False
13308,United Kingdom,23,4,1670.37,1073,417.59,574,4,3,4,434,65,268.25,0,💙 Loyal Customers,0,False
13309,United Kingdom,8,6,1706.37,1914,284.4,385,5,4,4,544,95,319.0,3,🏆 Champions,0,False
13310,United Kingdom,29,5,1541.2,816,308.24,374,4,4,4,444,80,163.2,0,💙 Loyal Customers,0,False
13311,United Kingdom,5,2,598.57,305,299.29,146,5,2,2,522,25,152.5,0,💙 Loyal Customers,0,False
13312,United Kingdom,452,1,124.75,41,124.75,0,1,1,1,111,5,41.0,1,😴 Inactive Customers,0,False
13313,United Kingdom,23,12,3445.32,2308,287.11,715,4,5,5,455,105,192.33,3,🏆 Champions,0,False
13314,United Kingdom,2,3,775.94,560,258.65,72,5,3,3,533,55,186.67,0,💙 Loyal Customers,0,False
13315,United Kingdom,690,1,310.26000000000005,232,310.26,0,1,1,2,112,22,232.0,2,⚠️ At Risk,0,False
13316,United Kingdom,38,10,12940.82,19931,1294.08,602,4,5,5,455,115,1993.1,3,🏆 Champions,-1,True
13317,United Kingdom,67,19,6486.091,3149,341.37,660,3,5,5,355,222,165.74,3,🏆 Champions,0,False
13318,United Kingdom,2,3,640.76,304,213.59,36,5,3,3,533,14,101.33,0,💙 Loyal Customers,0,False
13319,United Kingdom,6,58,21323.22,8974,367.64,728,5,5,5,555,345,154.72,3,🏆 Champions,0,False
13320,United Kingdom,79,6,2211.6,1509,368.6,400,3,4,4,344,98,251.5,0,💙 Loyal Customers,0,False
13321,United Kingdom,73,2,567.36,372,283.68,14,3,2,2,322,10,186.0,2,⚠️ At Risk,-1,True
13322,United Kingdom,18,1,199.48,117,199.48,0,5,1,1,511,25,117.0,2,⚠️ At Risk,0,False
13323,United Kingdom,4,5,787.85,175,157.57,81,5,4,3,543,6,35.0,0,💙 Loyal Customers,-1,True
13324,United Kingdom,37,18,10513.47,8448,584.08,527,4,5,5,455,36,469.33,3,🏆 Champions,-1,True
13325,United Kingdom,82,1,675.3,240,675.3,0,3,1,3,313,12,240.0,2,⚠️ At Risk,0,False
13326,United Kingdom,433,1,281.76,140,281.76,0,1,1,1,111,13,140.0,2,⚠️ At Risk,0,False
13327,United Kingdom,39,20,9134.48,4203,456.72,683,4,5,5,455,175,210.15,3,🏆 Champions,0,False
13328,United Kingdom,317,1,1308.48,680,1308.48,0,2,1,4,214,17,680.0,2,⚠️ At Risk,0,False
13329,United Kingdom,32,8,4808.77,3311,601.1,704,4,4,5,445,68,413.88,3,🏆 Champions,0,False
13330,United Kingdom,93,6,2796.1,1951,466.02,562,3,4,4,344,80,325.17,3,🏆 Champions,0,False
13331,United Kingdom,402,1,262.4,54,262.4,0,2,1,1,211,12,54.0,1,😴 Inactive Customers,0,False
13332,United Kingdom,15,1,350.90000000000003,179,350.9,0,5,1,2,512,21,179.0,2,⚠️ At Risk,0,False
13333,United Kingdom,412,3,1015.74,685,338.58,247,1,3,3,133,54,228.33,0,💙 Loyal Customers,0,False
13334,United Kingdom,83,5,6201.8,3198,1240.36,570,3,4,5,345,307,639.6,3,🏆 Champions,0,False
13336,United Kingdom,78,1,795.12,559,795.12,0,3,1,3,313,51,559.0,2,⚠️ At Risk,0,False
13337,United Kingdom,547,1,1575.26,980,1575.26,0,1,1,4,114,87,980.0,2,⚠️ At Risk,0,False
13338,United Kingdom,158,4,2445.62,1151,611.4,546,3,3,4,334,113,287.75,0,💙 Loyal Customers,0,False
13339,United Kingdom,201,1,860.12,326,860.12,0,2,1,3,213,54,326.0,2,⚠️ At Risk,0,False
13340,United Kingdom,46,12,22100.56,9636,1841.71,610,4,5,5,455,190,803.0,3,🏆 Champions,-1,True
13341,United Kingdom,261,1,775.85,301,775.85,0,2,1,3,213,42,301.0,2,⚠️ At Risk,0,False
13343,United Kingdom,178,1,353.43,135,353.43,0,3,1,2,312,19,135.0,2,⚠️ At Risk,0,False
13344,United Kingdom,68,3,2511.69,952,837.23,210,3,3,4,334,115,317.33,3,🏆 Champions,0,False
13345,United Kingdom,288,1,389.5,141,389.5,0,2,1,2,212,20,141.0,2,⚠️ At Risk,0,False
13346,United Kingdom,463,6,299.4,180,49.9,134,1,4,2,142,4,30.0,1,😴 Inactive Customers,-1,True
13347,United Kingdom,71,1,341.36,205,341.36,0,3,1,2,312,8,205.0,2,⚠️ At Risk,0,False
13348,United Kingdom,65,1,233.76,136,233.76,0,3,1,1,311,14,136.0,2,⚠️ At Risk,0,False
13349,United Kingdom,11,1,247.32,225,247.32,0,5,1,1,511,16,225.0,2,⚠️ At Risk,0,False
13350,United Kingdom,17,2,979.12,287,489.56,63,5,2,3,523,36,143.5,0,💙 Loyal Customers,0,False
13351,United Kingdom,67,1,373.94,117,373.94,0,3,1,2,312,16,117.0,2,⚠️ At Risk,0,False
13352,United Kingdom,61,1,397.98,321,397.98,0,3,1,2,312,24,321.0,2,⚠️ At Risk,0,False
13354,United Kingdom,72,1,743.53,604,743.53,0,3,1,3,313,51,604.0,2,⚠️ At Risk,0,False
13355,United Kingdom,123,1,674.7,314,674.7,0,3,1,3,313,32,314.0,2,⚠️ At Risk,0,False
13356,United Kingdom,81,1,768.24,325,768.24,0,3,1,3,313,42,325.0,2,⚠️ At Risk,0,False
13357,United Kingdom,258,5,3805.51,2112,761.1,370,2,4,5,245,284,422.4,3,🏆 Champions,0,False
13358,United Kingdom,269,1,439.03,285,439.03,0,2,1,2,212,29,285.0,2,⚠️ At Risk,0,False
13359,United Kingdom,64,2,1043.31,381,521.66,340,3,2,3,323,52,190.5,0,💙 Loyal Customers,0,False
13360,United Kingdom,432,4,1553.65,942,388.41,269,1,3,4,134,58,235.5,0,💙 Loyal Customers,0,False
13361,United Kingdom,473,2,1450.5,324,725.25,145,1,2,4,124,29,162.0,0,💙 Loyal Customers,0,False
13362,United Kingdom,10,7,5394.07,2481,770.58,416,5,4,5,545,186,354.43,3,🏆 Champions,0,False
13363,United Kingdom,18,3,1723.86,1146,574.62,392,5,3,4,534,78,382.0,3,🏆 Champions,0,False
13364,United Kingdom,72,1,134.96,71,134.96,0,3,1,1,311,10,71.0,1,😴 Inactive Customers,0,False
13365,United Kingdom,34,2,2225.37,1247,1112.68,184,4,2,4,424,122,623.5,3,🏆 Champions,0,False
13366,United Kingdom,51,1,56.16,144,56.16,0,4,1,1,411,1,144.0,1,😴 Inactive Customers,-1,True
13367,United Kingdom,432,1,510.2,253,510.2,0,1,1,2,112,20,253.0,2,⚠️ At Risk,0,False
13368,United Kingdom,257,4,1121.5,606,280.38,167,2,3,3,233,45,151.5,0,💙 Loyal Customers,0,False
13369,United Kingdom,366,1,308.28000000000003,149,308.28,0,2,1,2,212,14,149.0,2,⚠️ At Risk,0,False
13370,United Kingdom,372,1,754.87,343,754.87,0,2,1,3,213,39,343.0,2,⚠️ At Risk,0,False
13371,United Kingdom,506,2,2297.66,1019,1148.83,127,1,2,4,124,75,509.5,0,💙 Loyal Customers,0,False
13372,United Kingdom,90,1,378.64,159,378.64,0,3,1,2,312,23,159.0,2,⚠️ At Risk,0,False
13373,United Kingdom,61,6,7587.19,4263,1264.53,673,3,4,5,345,292,710.5,3,🏆 Champions,0,False
13374,United Kingdom,415,2,422.8,135,211.4,35,1,2,2,122,17,67.5,1,😴 Inactive Customers,0,False
13375,United Kingdom,89,2,1792.23,1124,896.12,356,3,2,4,324,62,562.0,0,💙 Loyal Customers,0,False
13376,United Kingdom,100,3,1019.76,493,339.92,135,3,3,3,333,45,164.33,0,💙 Loyal Customers,0,False
13377,United Kingdom,397,2,1552.88,748,776.44,249,2,2,4,224,71,374.0,0,💙 Loyal Customers,0,False
13379,United Kingdom,27,3,572.56,601,190.85,110,4,3,2,432,85,200.33,0,💙 Loyal Customers,0,False
13380,United Kingdom,433,1,62.4,48,62.4,0,1,1,1,111,3,48.0,1,😴 Inactive Customers,0,False
13381,United Kingdom,32,12,8224.37,5125,685.36,707,4,5,5,455,154,427.08,3,🏆 Champions,0,False
13382,United Kingdom,281,5,1387.58,863,277.52,451,2,4,4,244,74,172.6,0,💙 Loyal Customers,0,False
13383,United Kingdom,544,1,305.28000000000003,288,305.28,0,1,1,2,112,1,288.0,2,⚠️ At Risk,-1,True
13384,United Kingdom,31,11,6680.83,4142,607.35,470,4,5,5,455,192,376.55,3,🏆 Champions,0,False
13385,United Kingdom,330,1,534.57,281,534.57,0,2,1,2,212,35,281.0,2,⚠️ At Risk,0,False
13386,United Kingdom,415,2,835.46,514,417.73,23,1,2,3,123,24,257.0,2,⚠️ At Risk,0,False
13387,United Kingdom,418,1,186.94,123,186.94,0,1,1,1,111,71,123.0,2,⚠️ At Risk,0,False
13388,United Kingdom,132,3,1185.65,701,395.22,472,3,3,3,333,68,233.67,0,💙 Loyal Customers,0,False
13389,United Kingdom,12,3,797.96,429,265.99,221,5,3,3,533,50,143.0,0,💙 Loyal Customers,0,False
13390,United Kingdom,75,1,544.08,224,544.08,0,3,1,2,312,13,224.0,2,⚠️ At Risk,0,False
13391,United Kingdom,204,1,59.8,4,59.8,0,2,1,1,211,1,4.0,1,😴 Inactive Customers,-1,True
13392,United Kingdom,678,1,91.14,82,91.14,0,1,1,1,111,8,82.0,1,😴 Inactive Customers,0,False
13393,United Kingdom,584,4,1131.45,662,282.86,149,1,3,3,133,53,165.5,0,💙 Loyal Customers,0,False
13394,United Kingdom,2,19,6621.7,5354,348.51,737,5,5,5,555,254,281.79,3,🏆 Champions,0,False
13395,United Kingdom,186,3,1180.23,1660,393.41,236,3,3,3,333,77,553.33,0,💙 Loyal Customers,0,False
13396,United Kingdom,30,2,1360.99,600,680.5,290,4,2,4,424,42,300.0,0,💙 Loyal Customers,0,False
13397,United Kingdom,73,10,3191.87,1336,319.19,616,3,5,5,355,68,133.6,3,🏆 Champions,0,False
13398,United Kingdom,193,2,670.34,341,335.17,256,2,2,3,223,37,170.5,0,💙 Loyal Customers,0,False
13399,United Kingdom,465,3,275.4,120,91.8,55,1,3,1,131,10,40.0,1,😴 Inactive Customers,0,False
13400,United Kingdom,583,1,310.83,284,310.83,0,1,1,2,112,23,284.0,2,⚠️ At Risk,0,False
13402,United Kingdom,128,4,1226.85,917,306.71,437,3,3,4,334,55,229.25,0,💙 Loyal Customers,0,False
13403,United Kingdom,18,3,229.5,114,76.5,706,5,3,1,531,9,38.0,1,😴 Inactive Customers,-1,True
13404,United Kingdom,2,2,252.49,111,126.24,211,5,2,1,521,11,55.5,0,💙 Loyal Customers,-1,True
13405,United Kingdom,75,6,1213.811,855,202.3,650,3,4,3,343,33,142.5,0,💙 Loyal Customers,0,False
13406,United Kingdom,428,2,568.92,292,284.46,204,1,2,2,122,7,146.0,0,💙 Loyal Customers,0,False
13407,United Kingdom,579,3,2244.7,1690,748.23,83,1,3,4,134,85,563.33,0,💙 Loyal Customers,0,False
13408,United Kingdom,2,106,50174.782,28675,473.35,734,5,5,5,555,321,270.52,3,🏆 Champions,-1,True
13410,United Kingdom,25,9,2201.96,1244,244.66,707,4,5,4,454,25,138.22,0,💙 Loyal Customers,0,False
13411,United Kingdom,108,1,213.55,72,213.55,0,3,1,1,311,17,72.0,1,😴 Inactive Customers,0,False
13412,United Kingdom,621,1,487.35,176,487.35,0,1,1,2,112,33,176.0,2,⚠️ At Risk,0,False
13413,United Kingdom,640,6,429.44,455,71.57,48,1,4,2,142,38,75.83,0,💙 Loyal Customers,-1,True
13414,United Kingdom,134,6,2494.14,2702,415.69,470,3,4,4,344,48,450.33,0,💙 Loyal Customers,0,False
13415,United Kingdom,473,4,784.17,496,196.04,256,1,3,3,133,85,124.0,0,💙 Loyal Customers,0,False
13416,United Kingdom,44,3,940.8,208,313.6,693,4,3,3,433,16,69.33,0,💙 Loyal Customers,0,False
13417,United Kingdom,5,6,1669.49,532,278.25,665,5,4,4,544,57,88.67,0,💙 Loyal Customers,0,False
13418,United Kingdom,12,31,11559.66,7354,372.89,717,5,5,5,555,328,237.23,3,🏆 Champions,0,False
13419,United Kingdom,64,1,221.06,275,221.06,0,3,1,1,311,16,275.0,2,⚠️ At Risk,0,False
13420,United Kingdom,150,2,159.85,101,79.92,21,3,2,1,321,8,50.5,1,😴 Inactive Customers,-1,True
13421,United Kingdom,41,8,4058.75,2351,507.34,623,4,4,5,445,174,293.88,3,🏆 Champions,0,False
13422,United Kingdom,65,1,2626.3,1326,2626.3,0,3,1,4,314,127,1326.0,2,⚠️ At Risk,-1,True
13423,United Kingdom,429,1,217.03,141,217.03,0,1,1,1,111,12,141.0,2,⚠️ At Risk,0,False
13424,United Kingdom,450,1,572.77,529,572.77,0,1,1,2,112,40,529.0,2,⚠️ At Risk,0,False
13425,United Kingdom,109,5,3390.4300000000003,2358,678.09,471,3,4,5,345,124,471.6,3,🏆 Champions,0,False
13426,United Kingdom,1,22,8167.38,4868,371.24,730,5,5,5,555,162,221.27,3,🏆 Champions,0,False
13427,United Kingdom,20,6,1006.53,880,167.76,703,5,4,3,543,35,146.67,0,💙 Loyal Customers,0,False
13428,United Kingdom,11,3,478.54,356,159.51,504,5,3,2,532,122,118.67,0,💙 Loyal Customers,0,False
13429,United Kingdom,11,4,1006.8,1390,251.7,65,5,3,3,533,55,347.5,0,💙 Loyal Customers,0,False
13430,United Kingdom,19,2,679.45,751,339.72,68,5,2,3,523,48,375.5,0,💙 Loyal Customers,0,False
13431,United Kingdom,68,8,3316.24,1570,414.53,592,3,4,5,345,113,196.25,3,🏆 Champions,0,False
13432,United Kingdom,572,2,439.1,217,219.55,41,1,2,2,122,98,108.5,0,💙 Loyal Customers,0,False
13433,United Kingdom,502,4,658.32,190,164.58,195,1,3,3,133,22,47.5,0,💙 Loyal Customers,0,False
13434,United Kingdom,75,5,1666.86,864,333.37,581,3,4,4,344,17,172.8,0,💙 Loyal Customers,0,False
13435,United Kingdom,6,9,4447.33,2754,494.15,495,5,5,5,555,96,306.0,3,🏆 Champions,0,False
13436,United Kingdom,2,1,196.89,76,196.89,0,5,1,1,511,12,76.0,1,😴 Inactive Customers,-1,True
13437,United Kingdom,15,7,3408.06,1283,486.87,176,5,4,5,545,143,183.29,3,🏆 Champions,0,False
13438,United Kingdom,548,1,46.5,10,46.5,0,1,1,1,111,1,10.0,1,😴 Inactive Customers,0,False
13439,United Kingdom,256,3,986.61,952,328.87,271,2,3,3,233,132,317.33,0,💙 Loyal Customers,0,False
13440,United Kingdom,424,7,1295.25,573,185.04,28,1,4,4,144,49,81.86,0,💙 Loyal Customers,0,False
13441,United Kingdom,92,2,720.9,520,360.45,340,3,2,3,323,33,260.0,0,💙 Loyal Customers,0,False
13442,United Kingdom,668,3,419.87,115,139.96,71,1,3,2,132,33,38.33,1,😴 Inactive Customers,0,False
13443,United Kingdom,449,6,1273.16,805,212.19,229,1,4,4,144,176,134.17,0,💙 Loyal Customers,0,False
13444,United Kingdom,375,2,619.08,331,309.54,132,2,2,3,223,51,165.5,0,💙 Loyal Customers,0,False
13445,United Kingdom,627,1,241.9,198,241.9,0,1,1,1,111,7,198.0,2,⚠️ At Risk,0,False
13446,United Kingdom,431,11,3881.89,2403,352.9,233,1,5,5,155,113,218.45,3,🏆 Champions,0,False
13447,United Kingdom,24,3,1129.14,584,376.38,12,4,3,3,433,55,194.67,0,💙 Loyal Customers,0,False
13448,United Kingdom,17,13,8745.93,4195,672.76,717,5,5,5,555,321,322.69,3,🏆 Champions,0,False
13449,United Kingdom,24,1,291.88,222,291.88,0,4,1,2,412,19,222.0,2,⚠️ At Risk,0,False
13450,United Kingdom,27,13,4120.04,4318,316.93,577,4,5,5,455,57,332.15,3,🏆 Champions,0,False
13451,United Kingdom,27,11,7090.06,5229,644.55,602,4,5,5,455,561,475.36,3,🏆 Champions,0,False
13452,United Kingdom,260,3,729.8,6,243.27,213,2,3,3,233,2,2.0,1,😴 Inactive Customers,-1,True
13453,United Kingdom,166,3,781.69,341,260.56,237,3,3,3,333,33,113.67,0,💙 Loyal Customers,0,False
13454,United Kingdom,642,1,219.87,198,219.87,0,1,1,1,111,23,198.0,2,⚠️ At Risk,0,False
13455,United Kingdom,25,6,2212.99,795,368.83,706,4,4,4,444,79,132.5,3,🏆 Champions,0,False
13456,United Kingdom,18,6,1766.72,765,294.45,190,5,4,4,544,43,127.5,0,💙 Loyal Customers,0,False
13457,United Kingdom,689,2,148.22,96,74.11,49,1,2,1,121,9,48.0,1,😴 Inactive Customers,0,False
13458,United Kingdom,8,16,11959.27,6760,747.45,381,5,5,5,555,290,422.5,3,🏆 Champions,0,False
13459,United Kingdom,625,2,1160.41,986,580.21,58,1,2,3,123,57,493.0,2,⚠️ At Risk,0,False
13460,United Kingdom,30,2,183.44,286,91.72,20,4,2,1,421,16,143.0,1,😴 Inactive Customers,-1,True
13461,United Kingdom,39,6,4160.0,3132,693.33,559,4,4,5,445,30,522.0,3,🏆 Champions,0,False
13462,United Kingdom,253,5,1153.85,697,230.77,473,2,4,3,243,64,139.4,0,💙 Loyal Customers,0,False
13464,United Kingdom,59,6,3097.64,1440,516.27,560,4,4,5,445,128,240.0,3,🏆 Champions,0,False
13465,United Kingdom,447,2,931.12,584,465.56,140,1,2,3,123,34,292.0,0,💙 Loyal Customers,0,False
13466,United Kingdom,185,5,1013.35,660,202.67,444,3,4,3,343,49,132.0,0,💙 Loyal Customers,0,False
13467,United Kingdom,11,2,1071.91,580,535.96,26,5,2,3,523,89,290.0,0,💙 Loyal Customers,0,False
13468,United Kingdom,2,72,12793.28,5617,177.68,735,5,5,5,555,290,78.01,3,🏆 Champions,-1,True
13469,United Kingdom,654,1,82.4,52,82.4,0,1,1,1,111,6,52.0,1,😴 Inactive Customers,0,False
13470,United Kingdom,100,2,165.0,100,82.5,16,3,2,1,321,7,50.0,1,😴 Inactive Customers,-1,True
13471,United Kingdom,2,4,2501.84,1583,625.46,46,5,3,4,534,214,395.75,3,🏆 Champions,-1,True
13472,United Kingdom,464,2,592.24,310,296.12,92,1,2,2,122,24,155.0,0,💙 Loyal Customers,0,False
13473,United Kingdom,61,8,2657.76,1000,332.22,664,3,4,4,344,65,125.0,0,💙 Loyal Customers,0,False
13474,United Kingdom,237,3,646.59,318,215.53,259,2,3,3,233,116,106.0,0,💙 Loyal Customers,0,False
13475,United Kingdom,192,4,1431.78,1012,357.94,107,2,3,4,234,64,253.0,0,💙 Loyal Customers,0,False
13476,United Kingdom,179,5,2061.4700000000003,713,412.29,466,3,4,4,344,86,142.6,0,💙 Loyal Customers,0,False
13477,United Kingdom,38,11,2819.17,2091,256.29,646,4,5,4,454,112,190.09,3,🏆 Champions,0,False
13478,United Kingdom,470,5,2215.78,1189,443.16,208,1,4,4,144,114,237.8,0,💙 Loyal Customers,0,False
13479,United Kingdom,201,4,851.37,716,212.84,277,2,3,3,233,45,179.0,0,💙 Loyal Customers,0,False
13480,United Kingdom,417,2,627.82,362,313.91,263,1,2,3,123,40,181.0,0,💙 Loyal Customers,0,False
13481,United Kingdom,46,11,3830.84,2055,348.26,690,4,5,5,455,162,186.82,3,🏆 Champions,0,False
13482,United Kingdom,233,2,336.09,187,168.04,395,2,2,2,222,20,93.5,0,💙 Loyal Customers,0,False
13483,United Kingdom,66,1,140.34,160,140.34,0,3,1,1,311,10,160.0,1,😴 Inactive Customers,0,False
13484,United Kingdom,242,3,790.72,224,263.57,398,2,3,3,233,38,74.67,0,💙 Loyal Customers,0,False
13485,United Kingdom,234,11,3019.2200000000003,1798,274.47,503,2,5,5,255,131,163.45,3,🏆 Champions,0,False
13486,United Kingdom,79,3,1122.41,669,374.14,77,3,3,3,333,69,223.0,0,💙 Loyal Customers,0,False
13487,United Kingdom,58,5,846.87,362,169.37,677,4,4,3,443,31,72.4,0,💙 Loyal Customers,0,False
13488,United Kingdom,18,23,14205.96,7375,617.65,666,5,5,5,555,370,320.65,3,🏆 Champions,0,False
13489,United Kingdom,106,4,449.52,560,112.38,189,3,3,2,332,11,140.0,0,💙 Loyal Customers,0,False
13490,United Kingdom,655,1,154.25,25,154.25,0,1,1,1,111,8,25.0,1,😴 Inactive Customers,0,False
13491,United Kingdom,52,27,4467.66,2349,165.47,681,4,5,5,455,144,87.0,3,🏆 Champions,0,False
13492,Switzerland,137,3,1269.84,408,423.28,78,3,3,4,334,38,136.0,0,💙 Loyal Customers,0,False
13493,Switzerland,276,2,618.63,380,309.32,12,2,2,3,223,6,190.0,2,⚠️ At Risk,-1,True
13494,United Kingdom,312,1,316.26000000000005,162,316.26,0,2,1,2,212,18,162.0,2,⚠️ At Risk,0,False
13495,United Kingdom,8,10,4863.31,2465,486.33,725,5,5,5,555,59,246.5,3,🏆 Champions,0,False
13496,United Kingdom,11,2,653.33,341,326.67,349,5,2,3,523,28,170.5,0,💙 Loyal Customers,0,False
13497,United Kingdom,283,6,1166.8300000000002,525,194.47,387,2,4,3,243,52,87.5,0,💙 Loyal Customers,0,False
13498,United Kingdom,731,1,327.38,362,327.38,0,1,1,2,112,17,362.0,2,⚠️ At Risk,0,False
13499,United Kingdom,18,5,1159.11,1365,231.82,252,5,4,3,543,31,273.0,0,💙 Loyal Customers,0,False
