CustomerID,PrimaryCountry,FirstPurchaseDate,LastPurchaseDate,Recency,Frequency,Monetary,TotalQuantity,AverageOrderValue,CustomerLifetimeDays,RecencyScore,FrequencyScore,MonetaryScore,RFMScore
13531,United Kingdom,2009-12-03 15:20:00,2011-05-18 16:56:00,206,6,1433.07,497,238.84,531,2,4,4,244
13532,United Kingdom,2011-11-06 12:25:00,2011-11-06 12:25:00,34,1,210.31,129,210.31,0,4,1,1,411
13533,United Kingdom,2011-03-17 12:47:00,2011-06-10 11:54:00,183,3,269.09,202,89.7,85,3,3,1,331
13534,United Kingdom,2010-07-07 15:00:00,2011-12-07 14:52:00,3,35,7720.900000000001,3869,220.6,518,5,5,5,555
13535,United Kingdom,2010-11-02 11:49:00,2010-11-02 11:49:00,403,1,89.5,10,89.5,0,2,1,1,211
13536,United Kingdom,2011-09-25 13:30:00,2011-12-08 16:38:00,2,7,3444.39,2126,492.06,74,5,4,5,545
13537,United Kingdom,2010-09-14 10:41:00,2010-10-10 12:45:00,426,2,717.85,337,358.92,26,1,2,3,123
13538,United Kingdom,2010-02-02 12:47:00,2011-10-27 16:34:00,44,12,3103.13,959,258.59,632,4,5,5,455
13539,United Kingdom,2010-04-28 12:04:00,2011-09-15 10:18:00,86,7,1569.36,710,224.19,505,3,4,4,344
13540,United Kingdom,2010-02-22 09:22:00,2010-08-29 14:20:00,468,3,632.39,189,210.8,188,1,3,3,133
13541,United Kingdom,2010-05-18 16:15:00,2010-10-08 16:37:00,428,2,785.25,279,392.62,143,1,2,3,123
13542,United Kingdom,2009-12-10 19:53:00,2010-11-28 11:24:00,377,17,3959.4900000000002,804,232.91,353,2,5,5,255
13543,United Kingdom,2010-01-21 14:30:00,2010-03-15 13:34:00,635,2,1439.61,329,719.8,53,1,2,4,124
13544,United Kingdom,2010-03-05 11:31:00,2011-10-31 11:57:00,40,6,790.2,331,131.7,605,4,4,3,443
13545,United Kingdom,2010-06-13 11:49:00,2010-11-14 11:27:00,391,2,364.93,252,182.46,154,2,2,2,222
13546,United Kingdom,2010-10-11 17:23:00,2011-11-27 14:50:00,13,5,1086.24,587,217.25,412,5,4,3,543
13547,United Kingdom,2010-10-27 14:14:00,2010-10-27 14:14:00,409,1,167.08,79,167.08,0,2,1,1,211
13548,United Kingdom,2010-08-25 13:44:00,2011-09-04 14:50:00,97,3,901.44,558,300.48,375,3,3,3,333
13549,United Kingdom,2010-11-17 12:17:00,2011-11-14 09:20:00,26,8,1005.8000000000001,554,125.72,362,4,4,3,443
13550,United Kingdom,2010-11-21 15:24:00,2010-11-21 15:24:00,384,1,342.55,430,342.55,0,2,1,2,212
13551,United Kingdom,2010-02-11 15:01:00,2011-01-24 14:46:00,320,2,244.2,36,122.1,347,2,2,1,221
13552,United Kingdom,2010-02-19 13:28:00,2011-10-04 15:19:00,67,22,6948.92,2630,315.86,592,3,5,5,355
13553,United Kingdom,2010-02-03 12:21:00,2010-02-03 12:21:00,675,1,499.6,201,499.6,0,1,1,2,112
13554,United Kingdom,2010-09-19 12:39:00,2010-11-24 15:05:00,381,7,1629.35,578,232.76,66,2,4,4,244
13555,United Kingdom,2010-01-19 13:20:00,2011-09-27 12:36:00,74,13,8891.84,4762,683.99,616,3,5,5,355
13556,United Kingdom,2010-09-30 09:01:00,2010-10-06 16:44:00,430,2,200.82,134,100.41,6,1,2,1,121
13557,United Kingdom,2009-12-08 17:41:00,2011-11-11 15:24:00,29,13,3032.26,2398,233.25,703,4,5,5,455
13558,United Kingdom,2011-10-02 13:01:00,2011-12-04 11:24:00,6,4,594.52,338,148.63,63,5,3,2,532
13559,United Kingdom,2010-06-14 11:52:00,2010-07-15 09:52:00,513,2,990.0,360,495.0,31,1,2,3,123
13560,United Kingdom,2011-12-02 13:11:00,2011-12-02 13:11:00,8,1,171.42000000000002,63,171.42,0,5,1,1,511
13561,United Kingdom,2010-02-28 13:42:00,2011-05-08 12:39:00,216,11,1803.4,1125,163.95,434,2,5,4,254
13562,United Kingdom,2010-01-14 16:33:00,2011-09-19 10:51:00,82,8,4838.18,1603,604.77,613,3,4,5,345
13563,United Kingdom,2011-07-22 17:21:00,2011-09-16 14:45:00,85,2,777.53,209,388.76,56,3,2,3,323
13564,United Kingdom,2009-12-02 11:55:00,2011-07-18 14:33:00,145,37,16498.97,8878,445.92,593,3,5,5,355
13565,United Kingdom,2010-10-24 15:51:00,2011-11-20 14:33:00,20,3,414.8,260,138.27,392,5,3,2,532
13566,United Kingdom,2010-03-10 12:22:00,2011-10-30 11:59:00,41,5,1688.6,1257,337.72,599,4,4,4,444
13567,United Kingdom,2010-06-16 12:48:00,2010-10-07 12:51:00,429,4,1079.29,643,269.82,113,1,3,3,133
13568,United Kingdom,2011-06-19 14:42:00,2011-06-19 14:42:00,174,1,187.05,66,187.05,0,3,1,1,311
13569,United Kingdom,2010-10-07 13:05:00,2011-11-22 13:07:00,18,4,726.54,345,181.64,411,5,3,3,533
13570,United Kingdom,2011-04-10 13:36:00,2011-04-10 13:36:00,244,1,239.49,161,239.49,0,2,1,1,211
13571,United Kingdom,2009-12-08 13:02:00,2011-11-27 10:47:00,13,26,4537.26,3191,174.51,719,5,5,5,555
13572,United Kingdom,2011-05-18 11:59:00,2011-05-18 11:59:00,206,1,1384.25,534,1384.25,0,2,1,4,214
13573,United Kingdom,2010-03-12 16:06:00,2011-10-20 14:33:00,51,6,904.52,647,150.75,587,4,4,3,443
13574,United Kingdom,2010-10-24 13:28:00,2010-10-24 13:28:00,412,1,404.45,304,404.45,0,1,1,2,112
13575,United Kingdom,2011-06-16 14:24:00,2011-11-16 13:14:00,24,5,732.07,449,146.41,153,4,4,3,443
13576,United Kingdom,2009-12-08 15:12:00,2011-11-29 15:34:00,11,28,11202.59,4506,400.09,721,5,5,5,555
13577,United Kingdom,2009-12-14 16:10:00,2011-11-14 15:19:00,26,11,3489.28,1661,317.21,700,4,5,5,455
13578,United Kingdom,2010-10-26 13:44:00,2010-10-26 13:44:00,410,1,147.66,127,147.66,0,2,1,1,211
13579,United Kingdom,2010-02-18 13:53:00,2011-11-25 08:41:00,15,5,1374.3400000000001,718,274.87,645,5,4,4,544
13580,United Kingdom,2010-10-29 15:01:00,2010-10-29 15:01:00,407,1,107.75,45,107.75,0,2,1,1,211
13581,United Kingdom,2010-10-21 16:30:00,2011-02-03 14:41:00,310,2,280.53000000000003,119,140.27,105,2,2,1,221
13582,United Kingdom,2010-04-01 11:38:00,2010-11-15 11:34:00,390,2,241.68,106,120.84,228,2,2,1,221
13583,United Kingdom,2010-01-29 13:53:00,2011-07-07 10:40:00,156,2,1445.031,1097,722.52,524,3,2,4,324
13584,United Kingdom,2010-02-02 08:40:00,2011-02-06 12:49:00,307,3,385.7,360,128.57,369,2,3,2,232
13585,United Kingdom,2009-12-01 14:56:00,2010-06-27 12:33:00,531,3,684.54,1386,228.18,208,1,3,3,133
13586,United Kingdom,2010-06-16 13:47:00,2010-06-16 13:47:00,542,1,127.28,38,127.28,0,1,1,1,111
13587,United Kingdom,2010-02-14 13:17:00,2011-10-07 12:31:00,64,4,1673.5,664,418.38,600,3,3,4,334
13588,United Kingdom,2011-03-29 15:53:00,2011-11-24 10:42:00,16,9,2478.95,2606,275.44,240,5,5,4,554
13589,United Kingdom,2009-12-06 10:26:00,2011-11-25 12:10:00,15,6,1120.74,293,186.79,719,5,4,3,543
13590,United Kingdom,2009-12-01 13:37:00,2011-11-28 12:54:00,12,18,6336.04,5271,352.0,727,5,5,5,555
13591,United Kingdom,2009-12-14 15:44:00,2011-10-06 12:26:00,65,7,2093.94,850,299.13,661,3,4,4,344
13592,United Kingdom,2011-03-20 14:01:00,2011-11-04 09:49:00,36,4,247.95999999999998,84,61.99,229,4,3,1,431
13593,United Kingdom,2010-03-02 16:36:00,2011-08-23 13:35:00,109,14,5493.29,2170,392.38,539,3,5,5,355
13594,United Kingdom,2010-08-11 10:23:00,2011-10-18 10:19:00,53,2,533.32,396,266.66,433,4,2,2,422
13595,United Kingdom,2010-03-03 14:42:00,2010-07-11 12:36:00,517,3,784.48,341,261.49,130,1,3,3,133
13596,United Kingdom,2011-11-27 11:57:00,2011-12-04 12:01:00,6,2,664.11,384,332.06,7,5,2,3,523
13597,United Kingdom,2010-11-02 09:30:00,2010-11-04 14:54:00,401,2,396.71,231,198.36,2,2,2,2,222
13598,United Kingdom,2010-02-26 11:22:00,2011-10-23 14:28:00,48,5,761.96,393,152.39,604,4,4,3,443
13599,United Kingdom,2009-12-01 12:30:00,2011-12-08 16:10:00,2,33,9811.04,6248,297.3,737,5,5,5,555
13600,United Kingdom,2010-03-15 17:16:00,2011-01-31 15:27:00,313,2,518.42,599,259.21,322,2,2,2,222
13601,United Kingdom,2010-06-11 15:03:00,2011-10-25 17:31:00,46,4,1159.99,957,290.0,501,4,3,3,433
13602,United Kingdom,2010-05-28 11:49:00,2011-10-06 11:47:00,65,4,1025.17,538,256.29,496,3,3,3,333
13603,United Kingdom,2011-11-13 15:57:00,2011-11-13 15:57:00,27,1,164.34,164,164.34,0,4,1,1,411
13604,United Kingdom,2010-02-19 12:02:00,2010-02-19 12:02:00,659,1,717.62,242,717.62,0,1,1,3,113
13605,United Kingdom,2010-05-17 15:46:00,2010-11-17 17:16:00,388,2,522.67,425,261.33,184,2,2,2,222
13606,United Kingdom,2011-02-01 11:42:00,2011-11-10 17:46:00,30,3,276.75,276,92.25,282,4,3,1,431
13607,United Kingdom,2010-11-02 11:48:00,2011-10-30 16:17:00,41,2,1075.81,466,537.9,362,4,2,3,423
13608,United Kingdom,2010-06-17 12:28:00,2010-06-17 12:28:00,541,1,232.05,110,232.05,0,1,1,1,111
13609,United Kingdom,2010-04-25 13:26:00,2010-04-25 13:26:00,594,1,167.35,19,167.35,0,1,1,1,111
13610,United Kingdom,2010-01-05 14:12:00,2011-11-27 15:38:00,13,14,2103.71,869,150.27,691,5,5,4,554
13611,United Kingdom,2009-12-03 07:57:00,2011-09-11 14:51:00,90,10,3297.9300000000003,1988,329.79,647,3,5,5,355
13612,United Kingdom,2010-03-17 12:14:00,2010-03-17 12:14:00,633,1,818.29,444,818.29,0,1,1,3,113
13613,United Kingdom,2010-02-17 12:40:00,2010-09-13 12:01:00,453,5,1039.8500000000001,445,207.97,208,1,4,3,143
13614,United Kingdom,2010-06-06 13:42:00,2011-11-15 14:47:00,25,6,2332.74,821,388.79,527,4,4,4,444
13615,United Kingdom,2010-01-28 15:43:00,2011-01-25 08:21:00,319,8,6272.53,2910,784.07,362,2,4,5,245
13616,United Kingdom,2010-01-17 14:56:00,2010-05-20 12:59:00,569,2,283.85,172,141.93,123,1,2,1,121
13617,United Kingdom,2010-08-01 15:23:00,2011-10-30 13:50:00,41,8,1278.75,593,159.84,455,4,4,4,444
13618,United Kingdom,2011-06-19 11:09:00,2011-06-19 11:09:00,174,1,177.34,246,177.34,0,3,1,1,311
13619,United Kingdom,2010-02-03 14:16:00,2010-06-13 11:39:00,545,2,224.94,79,112.47,130,1,2,1,121
13620,United Kingdom,2010-06-29 15:02:00,2010-06-29 15:02:00,529,1,112.34,74,112.34,0,1,1,1,111
13621,United Kingdom,2011-08-15 08:26:00,2011-08-15 08:26:00,117,1,213.85,343,213.85,0,3,1,1,311
13622,United Kingdom,2010-01-12 13:22:00,2010-01-12 13:22:00,697,1,658.95,379,658.95,0,1,1,3,113
13623,United Kingdom,2009-12-02 13:57:00,2011-11-09 12:00:00,31,10,2533.06,1010,253.31,707,4,5,4,454
13624,United Kingdom,2010-11-16 13:43:00,2010-11-16 13:43:00,389,1,462.08,820,462.08,0,2,1,2,212
13625,United Kingdom,2010-04-22 10:50:00,2010-04-22 10:50:00,597,1,301.26,144,301.26,0,1,1,2,112
13626,United Kingdom,2010-11-25 16:12:00,2011-04-01 10:05:00,253,2,707.04,398,353.52,127,2,2,3,223
13627,United Kingdom,2010-03-09 14:03:00,2011-10-11 14:20:00,60,7,2245.9,1632,320.84,581,3,4,4,344
13628,United Kingdom,2010-02-01 14:44:00,2010-02-01 14:44:00,677,1,310.14,106,310.14,0,1,1,2,112
13629,United Kingdom,2010-02-11 17:34:00,2011-11-16 13:21:00,24,19,13370.86,7722,703.73,643,4,5,5,455
13630,United Kingdom,2011-02-27 12:49:00,2011-12-04 15:16:00,6,7,2031.78,1391,290.25,280,5,4,4,544
13631,United Kingdom,2011-03-17 17:13:00,2011-09-01 09:57:00,100,11,3070.42,467,279.13,168,3,5,5,355
13632,United Kingdom,2010-04-07 10:59:00,2011-11-15 10:51:00,25,8,3645.81,1633,455.73,587,4,4,5,445
13634,United Kingdom,2010-01-10 14:26:00,2011-11-06 13:40:00,34,16,5033.77,2090,314.61,665,4,5,5,455
13635,United Kingdom,2009-12-01 09:46:00,2011-10-03 10:55:00,68,4,2999.16,1884,749.79,671,3,3,5,335
13636,United Kingdom,2011-02-27 14:29:00,2011-11-03 10:30:00,37,5,949.12,592,189.82,249,4,4,3,443
13637,United Kingdom,2011-04-27 13:06:00,2011-10-18 13:32:00,53,3,804.3,405,268.1,174,4,3,3,433
13638,United Kingdom,2011-11-24 10:38:00,2011-11-24 10:38:00,16,1,122.64,93,122.64,0,5,1,1,511
13639,United Kingdom,2010-09-29 10:05:00,2011-09-26 13:36:00,75,2,1346.27,997,673.14,362,3,2,4,324
13640,United Kingdom,2010-04-07 15:33:00,2010-04-07 15:33:00,612,1,405.0,108,405.0,0,1,1,2,112
13641,United Kingdom,2009-12-05 13:17:00,2010-03-09 07:37:00,641,5,1016.47,1098,203.29,94,1,4,3,143
13642,United Kingdom,2010-10-03 12:23:00,2011-05-08 12:34:00,216,4,472.2,231,118.05,217,2,3,2,232
13643,United Kingdom,2009-12-08 12:48:00,2011-11-08 15:37:00,32,10,2156.77,902,215.68,700,4,5,4,454
13644,United Kingdom,2011-08-26 11:53:00,2011-11-23 14:07:00,17,4,2624.26,2067,656.06,89,5,3,4,534
13645,United Kingdom,2011-08-11 16:11:00,2011-08-11 16:11:00,121,1,252.1,158,252.1,0,3,1,1,311
13646,United Kingdom,2010-11-05 12:00:00,2010-11-05 12:13:00,400,2,326.25,79,163.12,0,2,2,2,222
13647,United Kingdom,2010-04-15 12:55:00,2011-11-30 12:00:00,10,8,3041.68,1795,380.21,594,5,4,5,545
13648,United Kingdom,2009-12-01 18:13:00,2010-11-04 14:46:00,401,8,1764.02,960,220.5,338,2,4,4,244
13649,United Kingdom,2010-06-30 16:35:00,2011-03-28 11:51:00,257,6,1453.68,782,242.28,271,2,4,4,244
13650,United Kingdom,2010-01-26 08:44:00,2011-11-23 12:22:00,17,10,3288.0,1746,328.8,666,5,5,5,555
13651,United Kingdom,2010-11-23 09:44:00,2011-11-04 14:59:00,36,3,226.85,62,75.62,346,4,3,1,431
13652,United Kingdom,2010-02-25 17:37:00,2011-10-25 08:51:00,46,5,2262.05,1458,452.41,607,4,4,4,444
13653,United Kingdom,2010-08-09 08:19:00,2010-08-09 08:19:00,488,1,152.2,72,152.2,0,1,1,1,111
13654,United Kingdom,2009-12-02 11:43:00,2011-10-27 16:24:00,44,11,6308.0,4762,573.45,694,4,5,5,455
13655,United Kingdom,2010-04-27 09:59:00,2011-08-17 14:25:00,115,6,2280.51,1225,380.08,477,3,4,4,344
13656,United Kingdom,2010-04-23 12:50:00,2011-06-28 10:31:00,165,4,1078.85,862,269.71,431,3,3,3,333
13657,United Kingdom,2011-05-22 12:35:00,2011-11-29 12:32:00,11,2,382.14,209,191.07,191,5,2,2,522
13658,United Kingdom,2010-02-05 13:17:00,2011-11-30 10:13:00,10,9,6025.5,2171,669.5,663,5,5,5,555
13659,United Kingdom,2010-02-17 09:05:00,2011-05-18 12:37:00,206,12,4884.68,2527,407.06,455,2,5,5,255
13660,United Kingdom,2010-11-04 16:10:00,2010-11-04 16:10:00,401,1,306.64,136,306.64,0,2,1,2,212
13661,United Kingdom,2010-04-15 14:58:00,2010-04-15 14:58:00,604,1,325.24,118,325.24,0,1,1,2,112
13662,United Kingdom,2010-02-19 13:21:00,2011-09-15 12:04:00,86,11,2233.61,1169,203.06,573,3,5,4,354
13663,United Kingdom,2010-03-03 10:11:00,2011-06-13 15:44:00,180,5,2047.51,893,409.5,467,3,4,4,344
13665,United Kingdom,2010-07-23 13:29:00,2010-11-18 13:06:00,387,3,1711.66,1652,570.55,118,2,3,4,234
13666,United Kingdom,2009-12-04 10:48:00,2011-10-10 15:39:00,61,5,127.9,54,25.58,675,3,4,1,341
13667,United Kingdom,2011-07-13 15:42:00,2011-07-13 15:42:00,150,1,299.05,149,299.05,0,3,1,2,312
13668,United Kingdom,2009-12-11 14:28:00,2011-12-07 12:11:00,3,35,12948.48,6096,369.96,726,5,5,5,555
13669,United Kingdom,2010-10-28 15:05:00,2011-10-20 09:32:00,51,3,413.55,393,137.85,357,4,3,2,432
13670,United Kingdom,2011-09-25 15:25:00,2011-09-25 15:25:00,76,1,349.7,282,349.7,0,3,1,2,312
13671,United Kingdom,2010-11-10 10:50:00,2010-11-10 10:50:00,395,1,172.6,95,172.6,0,2,1,1,211
13672,United Kingdom,2009-12-09 11:40:00,2011-02-11 13:53:00,302,3,419.92,138,139.97,429,2,3,2,232
13673,United Kingdom,2011-11-07 15:40:00,2011-11-21 12:11:00,19,2,387.44,114,193.72,14,5,2,2,522
13674,United Kingdom,2010-10-03 10:41:00,2010-10-03 10:41:00,433,1,240.68,102,240.68,0,1,1,1,111
13675,United Kingdom,2011-02-28 12:14:00,2011-07-11 12:57:00,152,2,486.82000000000005,330,243.41,133,3,2,2,322
13676,United Kingdom,2010-03-30 16:53:00,2010-06-18 17:30:00,540,2,243.9,104,121.95,80,1,2,1,121
13677,United Kingdom,2010-07-07 17:25:00,2010-10-31 11:32:00,405,2,551.24,217,275.62,116,2,2,2,222
13678,United Kingdom,2011-07-11 10:14:00,2011-07-11 10:14:00,152,1,232.6,924,232.6,0,3,1,1,311
13679,United Kingdom,2009-12-04 16:52:00,2010-08-03 12:13:00,494,3,281.26,102,93.75,242,1,3,1,131
13680,United Kingdom,2009-12-04 14:14:00,2011-12-08 13:47:00,2,12,11419.67,5244,951.64,734,5,5,5,555
13681,United Kingdom,2011-07-07 15:21:00,2011-11-22 11:13:00,18,4,827.83,360,206.96,138,5,3,3,533
13682,United Kingdom,2011-06-05 14:06:00,2011-06-05 14:06:00,188,1,59.5,10,59.5,0,3,1,1,311
13683,United Kingdom,2010-09-08 10:00:00,2010-09-08 10:00:00,458,1,258.6,180,258.6,0,1,1,1,111
13684,United Kingdom,2010-03-28 14:48:00,2011-02-27 10:13:00,286,4,594.88,234,148.72,336,2,3,2,232
13685,United Kingdom,2011-10-10 12:59:00,2011-12-07 11:41:00,3,7,3119.44,5056,445.63,58,5,4,5,545
13686,United Kingdom,2010-11-03 13:44:00,2011-06-10 09:10:00,183,3,409.04,378,136.35,219,3,3,2,332
13687,United Kingdom,2010-09-27 16:30:00,2010-09-27 16:30:00,439,1,11880.84,87167,11880.84,0,1,1,5,115
13688,United Kingdom,2010-03-14 14:11:00,2010-03-14 14:11:00,636,1,375.5,130,375.5,0,1,1,2,112
13689,United Kingdom,2010-09-21 10:27:00,2011-10-07 13:21:00,64,2,1259.5,722,629.75,381,3,2,4,324
13690,United Kingdom,2011-10-11 15:03:00,2011-10-11 15:03:00,60,1,172.25,67,172.25,0,3,1,1,311
13691,United Kingdom,2010-11-08 17:34:00,2010-11-08 17:34:00,397,1,212.78,145,212.78,0,2,1,1,211
13692,United Kingdom,2010-10-15 13:28:00,2011-11-15 11:17:00,25,5,3114.4,2101,622.88,396,4,4,5,445
13693,United Kingdom,2009-12-07 11:29:00,2010-11-30 18:21:00,375,9,2011.8200000000002,880,223.54,358,2,5,4,254
13694,United Kingdom,2009-12-04 15:26:00,2011-12-06 09:32:00,4,143,195640.69,188201,1368.12,732,5,5,5,555
13695,United Kingdom,2010-05-11 11:07:00,2011-11-08 14:26:00,32,16,2770.73,1791,173.17,546,4,5,4,454
13696,United Kingdom,2010-02-11 14:17:00,2010-10-14 09:44:00,422,3,2020.4,552,673.47,245,1,3,4,134
13697,United Kingdom,2011-11-01 09:14:00,2011-11-01 09:14:00,39,1,151.3,177,151.3,0,4,1,1,411
13698,United Kingdom,2010-01-27 09:02:00,2010-04-22 11:52:00,597,2,451.73,227,225.86,85,1,2,2,122
13699,United Kingdom,2010-06-07 13:03:00,2011-07-07 16:51:00,156,2,764.15,219,382.08,395,3,2,3,323
13700,United Kingdom,2010-02-07 10:53:00,2011-11-13 13:00:00,27,13,2596.9700000000003,2786,199.77,644,4,5,4,454
13701,United Kingdom,2010-09-19 12:39:00,2010-09-19 12:39:00,447,1,161.0,80,161.0,0,1,1,1,111
13702,United Kingdom,2010-09-20 11:40:00,2010-09-20 11:40:00,446,1,135.18,74,135.18,0,1,1,1,111
13703,United Kingdom,2010-10-20 13:11:00,2011-01-25 13:10:00,319,2,425.56,128,212.78,97,2,2,2,222
13704,United Kingdom,2011-09-12 14:40:00,2011-12-04 15:13:00,6,9,2308.06,1531,256.45,83,5,5,4,554
13705,United Kingdom,2010-03-25 17:19:00,2011-12-02 12:32:00,8,7,1717.19,906,245.31,617,5,4,4,544
13706,United Kingdom,2010-03-23 09:18:00,2011-02-10 09:21:00,303,2,631.1700000000001,301,315.59,324,2,2,3,223
13707,United Kingdom,2010-06-21 11:57:00,2011-03-17 18:03:00,268,5,3365.86,2210,673.17,269,2,4,5,245
13708,United Kingdom,2011-03-13 13:46:00,2011-03-13 13:46:00,272,1,285.33,301,285.33,0,2,1,1,211
13709,United Kingdom,2010-01-11 10:40:00,2011-12-06 10:28:00,4,18,7571.35,4122,420.63,694,5,5,5,555
13710,United Kingdom,2010-04-06 12:54:00,2011-11-08 08:16:00,32,3,509.52,336,169.84,581,4,3,2,432
13711,United Kingdom,2009-12-15 19:04:00,2011-05-05 10:31:00,219,9,1792.26,819,199.14,506,2,5,4,254
13712,United Kingdom,2010-04-08 11:16:00,2011-04-07 12:33:00,247,2,766.42,1128,383.21,364,2,2,3,223
13713,United Kingdom,2010-05-05 16:48:00,2010-10-27 16:18:00,409,3,740.76,284,246.92,175,2,3,3,233
13714,United Kingdom,2010-08-31 13:57:00,2010-08-31 13:57:00,466,1,161.35,50,161.35,0,1,1,1,111
13715,United Kingdom,2010-03-11 15:33:00,2011-03-03 19:21:00,282,17,8153.04,4800,479.59,357,2,5,5,255
13716,United Kingdom,2011-03-15 13:49:00,2011-03-15 13:49:00,270,1,138.28,138,138.28,0,2,1,1,211
13717,United Kingdom,2010-08-11 09:40:00,2011-11-07 14:13:00,33,8,1763.3,2144,220.41,453,4,4,4,444
13718,United Kingdom,2011-02-17 11:58:00,2011-04-07 13:24:00,247,2,306.55,173,153.28,49,2,2,2,222
13719,United Kingdom,2010-05-17 14:36:00,2011-11-24 15:26:00,16,11,2783.08,1588,253.01,556,5,5,4,554
13720,United Kingdom,2011-03-30 09:17:00,2011-08-15 12:46:00,117,4,799.9,501,199.98,138,3,3,3,333
13721,United Kingdom,2010-11-09 17:59:00,2011-11-03 14:05:00,37,2,741.54,512,370.77,359,4,2,3,423
13722,United Kingdom,2010-03-03 14:13:00,2011-07-31 12:44:00,132,10,5635.41,3059,563.54,515,3,5,5,355
13723,United Kingdom,2010-04-07 14:32:00,2011-05-06 17:04:00,218,6,1194.08,593,199.01,394,2,4,3,243
13724,United Kingdom,2010-03-12 15:28:00,2010-03-12 15:28:00,638,1,213.01,130,213.01,0,1,1,1,111
13725,United Kingdom,2011-02-04 12:18:00,2011-10-21 10:03:00,50,8,1980.56,806,247.57,259,4,4,4,444
13726,United Kingdom,2011-08-31 11:06:00,2011-11-01 10:49:00,39,2,1079.66,1054,539.83,62,4,2,3,423
13727,United Kingdom,2009-12-09 13:25:00,2011-11-11 09:46:00,29,8,1074.15,368,134.27,702,4,4,3,443
13728,United Kingdom,2009-12-09 17:13:00,2011-11-03 10:49:00,37,16,2855.17,1269,178.45,694,4,5,4,454
13729,United Kingdom,2010-01-24 14:57:00,2010-09-30 10:44:00,436,3,724.73,419,241.58,249,1,3,3,133
13730,United Kingdom,2011-07-01 12:47:00,2011-07-27 08:35:00,136,2,752.6,488,376.3,26,3,2,3,323
13731,United Kingdom,2011-04-07 10:10:00,2011-05-04 14:33:00,220,2,610.59,278,305.3,27,2,2,3,223
13732,United Kingdom,2011-11-11 15:49:00,2011-11-11 15:49:00,29,1,491.86,498,491.86,0,4,1,2,412
13733,United Kingdom,2009-12-04 15:28:00,2010-10-25 12:18:00,411,2,487.03000000000003,335,243.52,325,2,2,2,222
13734,United Kingdom,2010-04-16 08:42:00,2010-07-19 12:04:00,509,4,6695.6900000000005,302,1673.92,94,1,3,5,135
13735,United Kingdom,2009-12-13 13:31:00,2011-11-15 11:14:00,25,13,9762.77,4135,750.98,702,4,5,5,455
13736,United Kingdom,2009-12-06 12:07:00,2011-12-04 15:19:00,6,7,2752.47,1549,393.21,728,5,4,4,544
13737,United Kingdom,2011-05-23 16:32:00,2011-05-23 16:32:00,201,1,339.6,125,339.6,0,2,1,2,212
13738,United Kingdom,2010-11-08 15:23:00,2010-11-08 15:23:00,397,1,434.78000000000003,237,434.78,0,2,1,2,212
13739,United Kingdom,2010-06-30 10:25:00,2011-11-21 13:35:00,19,2,292.2,76,146.1,509,5,2,2,522
13740,United Kingdom,2009-12-02 12:22:00,2011-04-13 10:32:00,241,5,1582.77,987,316.55,497,2,4,4,244
13741,United Kingdom,2011-05-06 13:43:00,2011-09-29 09:19:00,72,3,668.4300000000001,218,222.81,146,3,3,3,333
13742,United Kingdom,2011-01-23 14:59:00,2011-11-23 11:07:00,17,12,3107.87,1115,258.99,304,5,5,5,555
13743,United Kingdom,2011-03-25 14:46:00,2011-12-07 10:09:00,3,7,1341.6,1776,191.66,257,5,4,4,544
13744,United Kingdom,2011-02-20 14:08:00,2011-09-05 15:19:00,96,2,1080.52,1153,540.26,197,3,2,3,323
13745,United Kingdom,2010-06-11 17:19:00,2011-06-30 16:43:00,163,2,777.36,1146,388.68,384,3,2,3,323
13746,United Kingdom,2010-10-22 11:55:00,2010-10-22 11:55:00,414,1,176.69,83,176.69,0,1,1,1,111
13747,United Kingdom,2010-10-11 09:15:00,2010-12-01 10:37:00,374,2,169.8,60,84.9,51,2,2,1,221
13748,United Kingdom,2009-12-01 16:44:00,2011-09-05 09:45:00,96,9,2064.35,1028,229.37,643,3,5,4,354
13750,United Kingdom,2010-04-01 14:49:00,2011-10-17 12:16:00,54,11,3602.18,1370,327.47,564,4,5,5,455
13751,United Kingdom,2011-02-24 15:56:00,2011-02-24 15:56:00,289,1,296.25,152,296.25,0,2,1,2,212
13752,United Kingdom,2010-06-30 10:23:00,2011-08-07 14:16:00,125,7,1579.8300000000002,1005,225.69,403,3,4,4,344
13753,United Kingdom,2009-12-03 10:20:00,2011-02-25 12:48:00,288,4,2094.57,1450,523.64,449,2,3,4,234
13754,United Kingdom,2010-09-28 15:29:00,2011-07-11 11:51:00,152,3,447.05,315,149.02,286,3,3,2,332
13755,United Kingdom,2011-10-07 15:45:00,2011-12-06 12:26:00,4,9,2108.06,1242,234.23,60,5,5,4,554
13756,United Kingdom,2009-12-15 15:18:00,2011-12-07 16:44:00,3,23,8655.95,5138,376.35,722,5,5,5,555
13757,United Kingdom,2010-02-03 12:37:00,2010-02-03 12:37:00,675,1,195.55,54,195.55,0,1,1,1,111
13758,United Kingdom,2009-12-01 10:06:00,2011-11-28 11:11:00,12,15,8698.13,4667,579.88,727,5,5,5,555
13759,United Kingdom,2011-09-29 15:40:00,2011-11-06 14:47:00,34,2,659.4100000000001,287,329.71,38,4,2,3,423
13760,United Kingdom,2010-04-25 13:10:00,2011-10-16 16:13:00,55,5,1363.6399999999999,623,272.73,539,4,4,4,444
